,FOXO1,FOXO3,GATA4,GATA6,HIF1A,KLF4,KLF5,MEF2A,NFAT5,NFKB1,NKX25,NOTCH1,RUNX1,SHMT2,SOD1,TBX5,TGFB1,TRIM28,YY1
HDAC1,0.0032786242726424546,-0.00034463848187264886,0.004746736725914298,0.0014001023113408442,0.006208527319142,-0.0021587593384673003,0.003545563566684092,-0.005971555498345494,0.0005205400549851974,0.009034010754117656,0.0075407087563835766,0.010871557146932095,0.030988724126574677,0.017569232107911552,0.004463472170826561,-0.0059677763016664186,0.014204150305138032,0.012697483953859352,0.003344501428204652
HDAC2,0.0011068870248930006,-0.0046860466662709665,0.013599102468373763,0.0018137998076670709,0.043770721670035886,-0.03238492417770697,0.010412836018701806,0.005811949752940116,-0.0015239785335758116,0.02202704561683593,0.008007896362212759,0.006196288332912754,0.06285157761082645,0.034587001199557085,0.011912142923517778,-0.026297694114048184,0.018096505359832277,0.013524694788491057,0.009080950631603139
HDAC3,0.0003319786764553529,0.0026263565710892296,0.006521384653152468,0.005024966882783083,-0.005979286279952475,0.002467896987905906,-0.008130982340243457,0.0016855368666646568,0.0028357692013703598,0.0006792151120048469,0.012484152742157393,0.001846471068654393,-0.0074220158575342135,0.004268768488332797,0.007493061227465955,0.01421016869459885,0.0003071707069418377,0.006933233004663174,0.0023802215486369233
HDAC4,0.00236995228301811,0.005056887453579119,0.003749639947593684,0.003937894908920367,-0.004601339372711873,0.004266309070243076,-0.004175390575540635,0.004224406490247086,0.005645090244905013,0.00046369484848823606,0.00724073599706776,0.001601020235592375,-0.008135451843435707,0.0010609141101206997,0.005064806542045149,0.011993557697634607,-0.0004521593381067445,0.004278260569721326,0.002682941147823244
HDAC5,-0.0012000494000242706,-3.064433084157699e-05,0.003997692813897814,0.003473638083078646,-0.012597735724112774,0.006280289900903189,-0.009262764765959344,-0.004373609621823263,-0.0007825914085049755,-0.0021648292704409848,0.01126980583408252,0.002471537051250008,-0.00943936078144156,0.0017640967963913389,0.004464539855739532,0.01361186283271276,0.00034395614099024793,0.006094990268989453,-0.00031405864914222823
HDAC6,0.003746789752852656,0.006471737689719695,-0.005143515357533688,0.001703763283614212,-0.0322995795685862,0.02708909481596613,-0.006741251575479653,-0.008013524417115402,0.005049979818074293,-0.009282130817141241,0.0035825611110779677,0.00612606243647315,-0.02631900769989346,-0.011566448834020204,-0.0033021347607512523,0.02176639144911879,-0.0016122588166562492,0.0028525940957668736,-0.0028623345777953786
HDAC7,0.00944539614782963,0.002645915584358445,-0.007844797561748336,-0.005095945856159122,0.0018401931151703394,0.010573644916217609,0.018063211304591164,-0.012799675068692746,0.003433025343724803,0.007888665303335363,-0.009947930268546686,0.017673788073759644,0.04338231964987983,0.011279764205323922,-0.008143072394226434,-0.019551542226883253,0.020061343233595392,0.008685062098733555,0.0008480526839654723
HDAC8,0.0026504755880916715,0.004263284445209917,0.00714289043100008,0.003677482138242789,0.016263470453103286,-0.010651700201732511,0.0018772340937532666,0.011644685671155654,0.0063438498729991,0.007716914125749987,0.005003639365866934,-0.0003417642054669676,0.009883104390708322,0.009196752710354616,0.007927357420233795,-0.00012966391542248255,0.0019736433071529565,0.003985155894152178,0.006126636987000254
HDAC9,0.0022206008292587807,0.007691172500027953,0.0029348445054205507,0.003968331435816683,0.0015245915166411694,-2.053685331313584e-05,-0.0030804906539761224,0.014361845978594731,0.008913235295121096,-0.0011007801254694762,0.002045541317589493,-0.005539927744261804,-0.020718968818599186,-0.0062031352954689725,0.0047651978743512916,0.012744612733712584,-0.008270529377836493,-0.0030767425124940064,0.00358706750736309
HDAC10,0.0002638433032125811,-0.003882028482792934,-0.0027838330427183253,-0.0018918731833258101,-0.013179339841165963,0.010322277579234058,-0.00013574183770175395,-0.016499507363719922,-0.0052776160782447385,-0.0006790180421870324,0.002611888419096111,0.009611131181455027,0.013266414801831035,0.005011151179485875,-0.003594160688190693,-0.0021784175427414314,0.009487716293232638,0.007183541201559779,-0.003222026268339072
HDAC11,-0.010539292697569445,-0.00842343869400476,0.01374035168504519,0.007042641729440654,-0.009546096763953868,-0.007723415980987096,-0.023368972144301066,-0.003943825965728293,-0.010138572728402285,-0.003118936408589581,0.025171100406128636,-0.005438931391365421,-0.01899005780226911,0.0064466907452579375,0.013027860646437817,0.02048238026011656,-0.005608550619863189,0.007371114261290405,-0.0011482615891952519
