,FOXO1,FOXO3,GATA4,GATA6,HIF1A,KLF4,KLF5,MEF2A,NFAT5,NFKB1,NKX25,NOTCH1,RUNX1,SHMT2,SOD1,TBX5,TGFB1,TRIM28,YY1
SIRT1,0.013660011015786204,0.017604148516445272,-0.00777616402317593,-0.0004883106271629403,0.005049100269445059,0.011832290781929352,0.01619193103930039,0.016408375826071107,0.02051006022606216,0.0025453349876982945,-0.0157031928501759,0.003371242884463744,-0.002903857613522966,-0.009138161383493349,-0.00470047374494425,0.00014034422604457494,-0.00022705966275500552,-0.004790372466682373,0.0057726594252684275
SIRT2,-0.006099703271631682,-0.0020074747042346224,0.010709446504333711,0.006876820356213108,-0.008048334883858307,-0.0036806839673182695,-0.01819842291661239,0.0031263309142587283,-0.0027388881026090737,-0.0031686447766553732,0.01894827543702708,-0.005768828284196486,-0.024008327743187292,0.001209414227191236,0.011155946547560682,0.021506182173760317,-0.007586663332033695,0.0041541184406872055,0.0006799885097919942
SIRT3,-0.006810948210596156,0.0007796069494471242,0.0080769540902126,0.007540690429737938,-0.019232268887807442,0.0038189837179143167,-0.023021563051566298,0.006440195679322152,-0.0005882596206446603,-0.01027470861568623,0.01735087057714632,-0.010821636191170781,-0.050230203425769095,-0.011242895281000802,0.009409035917914076,0.03281266893552985,-0.016692808107834474,-0.0017270686698037069,-0.0011222507197451127
SIRT4,-0.009512954348785721,-0.00345300139949755,0.01052088375082473,0.007374454271105647,-0.014593160241968337,-0.0025959207627736227,-0.024368323481384877,0.004040763988248689,-0.0050550424310260925,-0.008496350044798208,0.020039726269497043,-0.011322950897608468,-0.0425817873562575,-0.0062885187502467466,0.010972396338198118,0.028592477439592284,-0.015033805170895682,-0.00023732748239962623,-0.001477290430845094
SIRT5,-0.005194199569467342,0.003640957608699166,0.006795887863408839,0.00772935311423697,-0.02045754092558633,0.006523647223835694,-0.021972401195481914,0.009451399918324605,0.002559621672662865,-0.0111881670073151,0.01526341024459987,-0.011426996061706354,-0.05564767347384458,-0.014628271993955473,0.008711231815245109,0.0351596227518145,-0.0185056669349483,-0.0033764692260313447,-0.0006019761789791111
SIRT6,0.0021256480010354117,-0.007939016106908682,0.0038958842874322087,-0.00272836836894311,0.01826487392907368,-0.010931629215069912,0.011525994026937174,-0.015979933565384175,-0.0071953096028830035,0.015594555468654318,0.004043977431956571,0.01657116078301016,0.06615304636217884,0.030178244618397528,0.0015239233062657562,-0.0270644173076717,0.0255371604471867,0.01666527202579403,0.002360166589916401
SIRT7,0.008110572432658407,0.001866343905794895,-0.004080084953666829,-0.0034750472968400397,0.006388030513993719,0.005064982532617048,0.015559918490553423,-0.009991569403376902,0.0029459946432068254,0.009562314059971497,-0.005808533956777634,0.015972846676367294,0.043894047003034224,0.014537286987429855,-0.0044470462693962645,-0.01819934955189442,0.01934673550742485,0.009951862593056762,0.0021335653248008048
KAT2A,0.003174496049533464,0.0021520284667825474,-0.006032059955497393,-0.000797464051709249,-0.02642362116981592,0.022971976158373805,-0.0021486743704348488,-0.014329758446927483,0.0005832666274357643,-0.005852371251399783,0.0013551837593417822,0.009663542984426166,-0.006558681729222141,-0.004754033349566614,-0.005377999159964277,0.009874403703708732,0.004962717494252019,0.00510800752901027,-0.003651352549339678
KAT2B,-0.0020666945400565997,0.005850585580150792,0.006222050935230311,0.006032389559264377,-0.0009376706542679933,-0.0035894237545492005,-0.011298317850597726,0.017798806617540262,0.006527023589101767,-0.004643286124670499,0.007058426419392154,-0.012156308920844969,-0.038109190514714404,-0.010345515249837248,0.008052365991913068,0.02115979420168387,-0.01590172781808287,-0.005877383833238046,0.0027849671767091696
HAT1,0.0005392439628402366,-0.0017905745016827477,0.01233991668540122,0.0029603909101086428,0.03597024481788988,-0.027446449183896802,0.005957828631343902,0.010561343462207183,0.0010484929255476867,0.016499994403905496,0.007390659386380459,0.0011667258600606468,0.039793259624770295,0.024395848463659307,0.011532227234534736,-0.015920746097596444,0.009730809826020386,0.008518905295732307,0.008217551770311061
ATF2,0.015947585664283795,0.017464635900921364,-0.012274675029246562,-0.0024562094812573257,-0.0060369369644773215,0.02307393452948662,0.01869546847112248,0.005936803938777342,0.019587314828694944,0.0012808362897087115,-0.017449811061422706,0.01084449652337921,0.004195194232897636,-0.008761277040396543,-0.00931691485079213,-0.0011809846599647603,0.00609426442272483,-0.0011909130985585865,0.003595870423526983
KAT5,0.002170997153379428,0.003911770553495209,0.007687016492168222,0.003977931548653585,0.0156787772607724,-0.010879221583548565,0.00079969710990122,0.011480985832898964,0.005903762812466087,0.007473325747098775,0.006058011567942605,-0.0006453846856874182,0.008716677340332813,0.009299011614638808,0.008447350007364927,0.0008850413433274627,0.0016102983419161224,0.004215977114793929,0.006035323211014575
KAT6A,0.0168082224745891,0.015390606126036706,-0.008976083531753864,-0.0031909949337612055,0.013055901309694532,0.010076538164045027,0.025730629318961168,0.00796087843526691,0.018795605151537935,0.010026351061680306,-0.01819991910347178,0.013207658206751731,0.031787419724816364,0.0037651557531171265,-0.0068758491973223606,-0.015757145150024174,0.013535874959862321,0.0023426268546086673,0.006711613258091746
KAT6B,0.003564784620459052,0.012900812532122429,-0.0014386580968505885,0.004836007201970203,-0.016789488535347306,0.01484357428112323,-0.007823401935744047,0.015670687183703843,0.013346414345135607,-0.009585613107856081,0.0004451640614804173,-0.007749370457312493,-0.05011902071839269,-0.020602363950733976,0.001825792098184602,0.02809969580665232,-0.016291635947326237,-0.0075947147015572964,0.001528284418487317
KAT7,0.0004934025039650365,0.005305721496776758,0.007606438686409323,0.005408873354668234,0.007819917056717656,-0.007291855031075176,-0.005203679747198624,0.014810076065009134,0.006780428532469086,0.002171163380930454,0.0075343130601492145,-0.005622562015244152,-0.013071995016694878,0.0008004568205686002,0.008989439485387865,0.011387144807980561,-0.006248590138301775,0.0002927977286111147,0.004924607533322407
EP300,0.006642763827519062,0.010178082808714045,0.002321526990302953,0.0029020242056188917,0.012073139550971753,-0.0026424779501559178,0.005947828494885032,0.015894342816682346,0.01268999569490988,0.005254479037386075,-0.001955520768739175,-0.0004673109967257705,0.0002787209558455366,0.0009900579668555695,0.004227687626346951,0.002667037162142742,-0.0008614094017603405,-6.365086276433345e-05,0.006431847575274262
CREBBP,0.010966037128365608,0.014531244033020786,-0.004042341472241647,0.0015304664362964515,-0.0025066490463240185,0.013359824620300465,0.008711146403998898,0.010479756033988073,0.01657157175642324,0.0015660537802242084,-0.006375105432716593,0.005145755593809706,-0.005037953047908301,-0.005298126037867503,-0.001266284311095378,0.007027576795706473,0.0012258006415177929,0.0003821942555626198,0.004796723830132038
NCOA1,0.008591557388362488,0.009485077849272522,0.000657292616753348,0.0011357119527717974,0.015130045966154044,-0.002210035065225744,0.011431687679583701,0.011536180419932712,0.012206472285361817,0.008429273320463903,-0.004604026958508172,0.004496664188135918,0.016622118352556822,0.006094175696593231,0.0021366373636854054,-0.005499085474523814,0.005730374586881136,0.0027356712865471188,0.006616382704784547
NCOA3,0.013297881031568787,0.017196843740475917,-0.008258806101427235,-0.00010358032393657987,-0.0035963547042649545,0.017544809918613825,0.013094757367387804,0.011914110058692468,0.019431260519915693,0.0002878250312423276,-0.013005807039404196,0.005243408037626069,-0.007397691237869969,-0.010291653108408924,-0.005098890628486383,0.005003204826138342,0.000245966891595359,-0.0029733613683316823,0.004445196964539676
TAF1,0.013403764745042594,0.013550962824151734,-0.004565188383628513,-0.0006466333371979731,0.010472923012929224,0.007193199073514777,0.01786446221307399,0.009138710438336216,0.016526161651691067,0.00838331832765767,-0.010729882353339971,0.0097879105809677,0.021356804650898002,0.0038657084758095908,-0.0024864078282836417,-0.007775253145451527,0.009636491332607642,0.0031803725512845396,0.006576964889696078
GTF3C1,-0.0017624896880020205,-0.00449346885676516,0.013673501987901942,0.00369361076437517,0.02881384591569861,-0.025137911874017493,0.0007278603161177818,0.0052488446633046325,-0.002536354070151513,0.014561575786024163,0.012530563851881093,0.0019764220296215836,0.036290668192236926,0.02517551536356324,0.01254289054526303,-0.01142956135057539,0.009977374198073652,0.010918802429908654,0.006616017345480646
CLOCK,0.0027418868106743113,0.004319836586666774,0.007998184454960162,0.0033615248387440693,0.02551640082617458,-0.017144850538364363,0.004754065764974466,0.016132678152004667,0.007071646292841481,0.010192132683816723,0.0027002670278435913,-0.0023586795799389864,0.014953089245592495,0.010870776812842688,0.0086298370553872,-0.005247434330640429,0.0015686790484341101,0.002322637176033838,0.007496514736549991
