,SCN5A,CACNA1C,KCNH2,KCNQ1,KCNJ2,ATP1A1,SLC8A1,ATP2A2,RYR2,GJA1
KAT2A,-0.027993498767405308,-0.00681014661226959,-0.018158343407466058,-0.017730210958419135,0.0074776027769824045,-0.029943153620633763,-0.01757361763312811,-0.03233003951313772,-0.020645768898139023,-0.006825166164125386
KAT2B,0.01768809346728829,0.004777885826547579,0.01831952764028534,0.0074639466658112845,0.014420752566376573,-0.000373048270124817,0.02479516395044658,0.0250843914029341,0.02949156403404934,0.015290292557691272
HAT1,0.027299019054653265,0.011236258565285087,0.015933563429841098,0.01698745277565699,-0.006219398080892213,0.03894219121018796,0.013159389295219846,0.02699147498504581,0.01378104167242534,0.0057881604726656485
ATF2,-0.033473832849052344,-0.011720314273009017,-0.028838057573070338,-0.028102478495520698,0.012132699172959407,-0.021081531803412757,-0.009863654947272954,-0.026382758935022343,-0.018038289332768673,0.0020026668426818823
KAT5,0.026761827693204933,0.013294747290938484,0.021207275291083454,0.018044518849288472,0.0004178934444081108,0.025293361257512095,0.013198478940343192,0.022555995935481188,0.016549106656188285,0.005676610475035636
KAT6A,-0.010201476502403856,-0.002172722782737996,-0.01620996005782739,-0.01029542483765404,-0.0023445915668139183,0.015390021947879768,-0.0066375120766334755,-0.007664107854209879,-0.014021089552975746,-0.00011729149205768553
KAT6B,0.00523837911409389,0.002630810569716453,0.009346367771454067,-0.0006611126607790214,0.017550648224775298,-0.01030430802351152,0.016126252228099356,0.010040979760145142,0.01865181168651382,0.012147391902640553
KAT7,0.0229414292625987,0.009938522754780155,0.020533421693672737,0.01320708240451286,0.008156111271820147,0.01314565595665196,0.019222713946479206,0.02389831636297747,0.023282365552743614,0.010742439223874425
EP300,0.013085696454676056,0.006325628753976552,0.009729100392121928,0.005285134258696529,0.007378763997298535,0.01327979765212687,0.01366219416320892,0.015730448982814494,0.014171232276993325,0.009416352091830971
CREBBP,-0.008695928079242066,-0.0018785332953577263,-0.007182288126573862,-0.011167203215283174,0.013370890528976942,-0.00585611517789184,0.005275547736261913,-0.0030933094437127096,0.0020810353850345483,0.00816738919980923
NCOA1,-0.0035690724998971557,-0.001391117716637242,-0.006890416820037643,-0.007941918943396757,0.007067635439036873,0.007270464642649915,0.006425075655380434,0.0035014617438609815,0.002338316439534404,0.007918799082573223
NCOA3,0.01218102039236469,0.00895497221102241,0.006928621046449919,0.00841411278107397,-0.002417524178803641,0.022209815565089507,0.0012571234000697017,0.006814116919548161,0.0004916208067476436,0.0004038554703177327
TAF1,0.0028555898209909184,0.005696382034426376,-0.0009416586897015783,0.001121109399853174,-3.8847590570027305e-05,0.015991855000161082,-0.0025117247907853186,-0.0012236776912786078,-0.0053410671663451596,-6.358492250569481e-06
GTF3C1,0.04064416567982058,0.020859901982552137,0.03219945539820891,0.03095824071907012,-0.0072149084740049,0.039835558549275465,0.011908269783077095,0.02898321731489006,0.017630000747350858,0.0015472566252650415
CLOCK,0.015143237267495287,0.0050612508343103125,0.008894904444043176,0.005494715807227917,0.0050154755720485155,0.019443363420272593,0.016627157292643333,0.021260214690966114,0.016422661792318043,0.011104848817148256
