,FOXO1,FOXO3,GATA4,GATA6,HIF1A,KLF4,KLF5,MEF2A,NFAT5,NFKB1,NKX25,NOTCH1,RUNX1,SHMT2,SOD1,TBX5,TGFB1,TRIM28,YY1
KAT5,-0.004409812609115356,8.239423469647955e-05,0.011614697647259965,0.006441671656958613,0.01943109594198697,-0.013552266917500402,-0.012286615925610077,0.012297260210637477,0.0031028194919104865,0.0020557748292319333,0.01821967829410379,-0.00748047572092848,0.011120905118632354,0.008348420907316032,0.005274383687409556,0.004709334243451357,0.005588330622801354,0.0035951721879736195,0.004258664250048103
KAT6A,0.01984175948312277,0.016177236894624858,-0.009475871328649854,-0.004249025107863435,-0.0015202825420262678,0.020069000310557097,0.04252076765243602,0.003124039089686224,0.018505128258173815,0.011086284751837056,-0.02526784643180515,0.018728939901682912,0.008574382626571397,0.0011047686294358091,-0.0026602671167827267,-0.009676509932528943,0.009499270935562711,0.002023630516739065,0.006993385678134853
KAT6B,0.005892625474228746,0.006367329534308992,0.003655426734605173,0.004116214412981845,-0.0030689806351473026,0.007766758000801003,-0.00403491968368568,0.01195172016815981,0.007372473364555175,0.00076736112757671,-0.006305823098068657,-0.0025194448981025125,-0.02829071642559778,-0.008850841364084767,0.005290493025493057,0.018417396571227377,-0.009027016379548293,-0.002845004829719091,0.0025716796922270048
KAT7,-0.0037007481260963974,0.0017994716230836497,0.0119251210319514,0.007787404907836106,0.017692028670057498,-0.013365627567136707,-0.01997779762322388,0.018140971532865525,0.0035417814924304535,-0.00017444575851047648,0.013858985073243046,-0.013322960672447134,-0.009844348062745395,0.001346874932748237,0.006890973560805834,0.013259001584875698,-0.0033307449715543006,-0.0005786645248921522,0.0037199493521551997
EP300,0.005629688020514781,0.008575791330273641,0.003760307479681745,0.003207116893391588,0.015477429561397695,-0.003759020467204853,0.005311853631589141,0.014728837435463766,0.010553921464201945,0.004981250214127132,-0.0007966221190949763,-0.0021920143624726347,0.0008843351858979429,0.003146915318940399,0.002903302174294846,0.001406402821808731,0.0031454076253139246,0.00038950361074147104,0.00593941851598987
CREBBP,0.010318082782598062,0.008780035360795926,0.00012307906552488218,0.0007424257230603295,0.0011572234828418865,0.011276717698983394,0.019212808637064142,0.005141092179729318,0.012001137091420176,0.007132418471767978,-0.007343810569549872,0.010211318832425388,0.005439335598936699,0.0021136843075378726,0.0017659042564025797,0.001495382990413282,0.0067254897499454454,0.0033610901181999183,0.005443062905472837
NCOA1,0.007877718923929803,0.008508835791269896,0.0026165785854649357,0.002543903799883135,0.006678522590305791,0.004764149826239214,0.010044667060389275,0.010527640680100658,0.011119885744160314,0.00553545103589776,-0.004056707052577737,0.003383198621614389,-0.0012510217534523682,0.0010996952293156523,0.0030720191364572037,0.0045701630503038985,0.003183095475274985,0.0014741450086953514,0.005474728719334572
NCOA3,0.010443194141936925,0.010142507936523272,-0.002429165777066937,-0.00040333707074301385,0.005198231949207707,0.006884207318909446,0.019024795216285566,0.007451570656950847,0.011774556053725913,0.006336464433564309,-0.011097609894711608,0.0064452069883071325,0.002207908690911104,0.0011123135336820582,0.00016047003275013885,-0.002748254238478382,0.004435447736041884,0.0006624959203923467,0.005148319730314592
TAF1,0.012349846488440315,0.010280377989836291,-0.002620524302078427,-0.0009773986590195212,0.0018307751317849534,0.012421232204337199,0.026698737062555176,0.003524546691922411,0.01336992743194326,0.00853664524080138,-0.010929340794995775,0.013100321591691574,0.011433366118810363,0.003668944977622504,1.4473213200077093e-05,-0.004233454304930913,0.00944857283401021,0.0037277752665050533,0.005918293485009883
GTF3C1,-0.005334054440786006,-0.00011098906896133712,0.010414263186177336,0.004971861113392725,0.02699379114018752,-0.019178154295161974,-0.0067621891824287935,0.010661979963817118,0.003022435954166577,0.0036774603527710958,0.02083400029183215,-0.006397843905781682,0.028468874339736442,0.014770186006506193,0.003017597257318805,-0.006249829416630085,0.012296966059453867,0.005381187388444471,0.005053595350467659
CLOCK,0.002144157036529413,0.007145271800119776,0.004415666633348919,0.003082335826483597,0.024696301429307572,-0.013480036960124297,0.0018846026248513993,0.01599510799802036,0.00852683378777661,0.004502508603592179,0.004388299797583781,-0.006558263042730286,0.010360355361595856,0.0075328049808366555,0.0017332567309935895,-0.005596864174942764,0.0057181970390093725,0.0003998366868582832,0.005968934976881566
